-25.     1247265.625     
-24.501616379310345     1161679.2075664313     
-24.00323275862069     1080221.7865481253     
-23.504849137931036     1002770.888358754     
-23.00646551724138     929205.6978169009     
-22.508081896551726     859407.0544562864     
-22.00969827586207     793257.4488359896     
-21.511314655172413     730641.0188506725     
-21.012931034482758     671443.5460408046     
-20.514547413793103     615552.451902885     
-20.016163793103445     562856.7941996658     
-19.51778017241379     513247.2632703781     
-19.019396551724135     466616.1783409525     
-18.52101293103448     422857.4838342449     
-18.022629310344826     381866.74568025896     
-17.52424568965517     343541.14762637013     
-17.025862068965516     307779.4875475493     
-16.52747844827586     274482.1737565859     
-16.029094827586206     243551.22131431225     
-15.530711206896552     214890.24833982633     
-15.032327586206895     188404.47232071587     
-14.533943965517238     164000.70642328204     
-14.035560344827584     141587.35580276255     
-13.537176724137929     121074.41391355566     
-13.038793103448274     102373.45881944349     
-12.789601293103447     93675.27684907736     
-12.54040948275862     85397.64950381576     
-12.291217672413792     77529.96806991717     
-12.042025862068964     70061.72217989342     
-11.792834051724137     62982.4996972043     
-11.54364224137931     56281.986600952     
-11.294450431034482     49949.96687057562     
-11.045258620689655     43976.32237054556     
-10.796066810344827     38351.0327350581     
-10.546875     33064.17525272991     
-10.297683189655173     28105.924751292438     
-10.048491379310345     23466.553482286447     
-9.799299568965518     19136.43100575655     
-9.55010775862069     15106.02407494562     
-9.300915948275861     11365.896520989289     
-9.051724137931034     7906.70913761054     
-8.802532327586206     4719.219565814019     
-8.553340517241377     1794.2821785806257     
-8.30414870689655     -877.1520344379536     
-8.054956896551722     -3304.0355822248684     
-7.805765086206895     -5495.224587703571     
-7.556573275862068     -7459.478903043302     
-7.30738146551724     -9205.462224964629     
-7.058189655172413     -10741.742210044958     
-6.808997844827585     -12076.79059002407     
-6.559806034482758     -13218.98328710957     
-6.310614224137931     -14176.600529282463     
-6.061422413793102     -14957.826965602637     
-5.812230603448274     -15570.75178151437     
-5.563038793103447     -16023.368814151876     
-5.313846982758619     -16323.576667644787     
-5.064655172413792     -16479.178828423665     
-4.815463362068964     -16497.88378052553     
-4.566271551724137     -16387.305120899393     
-4.31707974137931     -16154.961674711707     
-4.067887931034481     -15808.277610651941     
-3.818696120689654     -15354.582556238061     
-3.5695043103448265     -14801.11171312205     
-3.320312499999999     -14155.005972395427     
-3.0711206896551713     -13423.312029894747     
-2.8219288793103434     -12612.982501507124     
-2.572737068965516     -11730.876038475753     
-2.3235452586206886     -10783.757442705393     
-2.074353448275861     -9778.297782067913     
-1.8251616379310336     -8721.07450570778     
-1.575969827586206     -7618.571559347589     
-1.3267780172413783     -6477.179500593566     
-1.0775862068965507     -5303.195614241088     
-0.8283943965517231     -4102.824027580185     
-0.5792025862068955     -2882.1758257010683     
-0.3300107758620679     -1647.269166799627     
-8.08189655172403300e-2 -404.02939748295404     
0.16837284482758727     841.7108319251483     
0.41756465517241487     2084.211452078652     
0.6667564655172424     3317.8248593037924     
0.9159482758620701     4536.995800293555     
1.1651400862068977     5736.261256802159     
1.414331896551725     6910.250330339549     
1.6635237068965527     8053.684126865884     
1.9127155172413803     9161.37564148602     
2.161907327586208     10228.229643143992     
2.4110991379310356     11249.242559317505     
2.660290948275863     12219.502360712442     
2.909482758620691     13134.188445957316     
3.1586745689655187     13988.571526297772     
3.407866379310346     14778.013510291084     
3.6570581896551735     15497.967388500627     
3.906250000000001     16143.977118190378     
4.155441810344829     16711.677508019395     
4.404633620689657     17196.794102736298     
4.653825431034484     17595.143067873756     
4.903017241379311     17902.631074443     
5.152209051724139     18115.25518362829     
5.401400862068966     18229.102731481376     
5.650592672413794     18240.351213616053     
